DEPTH,ABDCQF01,ABDCQF02,ABDCQF03,ABDCQF04,BS,CALI,DRHO,DT,DTS,GR,NPHI,PEF,RACEHM,RACELM,RHOB,ROP,RPCEHM,RPCELM,RT
2916.5,2.6107,2.6271,2.6183,2.6201,8.5,8.5781,0.0503,63.2198,118.2765,10.8248,0.074,7.7949,6.0891,6.3011,2.6152,27.039,6.4877,6.3422,6.4877
2916.6,2.6105,2.6234,2.6197,2.6195,8.5,8.5781,0.0499,63.5276,118.5963,11.3369,0.073,7.8264,6.1759,6.4108,2.6145,26.4838,6.4655,6.3646,6.4655
2916.7,2.6077,2.619,2.6193,2.6225,8.5,8.5781,0.0498,63.7491,118.7512,12.2366,0.072,7.8461,6.2047,6.3981,2.6139,26.2659,6.5295,6.4308,6.5295
2916.8,2.6073,2.6127,2.6173,2.6246,8.5,8.5781,0.0493,63.9314,118.8313,11.3549,0.0716,7.8242,6.1972,6.4465,2.6129,26.048,6.5272,6.4339,6.5272
2916.9,2.6122,2.606,2.6165,2.6233,8.5,8.5781,0.049,64.1136,118.9115,11.3676,0.0724,7.7753,6.2305,6.5495,2.6121,25.8309,6.497,6.4328,6.497
2917.0,2.6196,2.6036,2.6179,2.6187,8.5,8.5781,0.0498,64.1769,119.0898,12.4371,0.0739,7.7489,6.2575,6.5786,2.6129,25.9066,6.5602,6.4905,6.5602
2917.1,2.6242,2.608,2.6204,2.6128,8.5,8.5781,0.0522,64.1736,119.3232,12.9612,0.0753,7.7797,6.2385,6.5444,2.6148,25.9823,6.6766,6.5492,6.6766
2917.2,2.6241,2.6159,2.6211,2.6069,8.5,8.5781,0.0549,64.1699,119.5557,13.2222,0.0754,7.8296,6.2134,6.549,2.616,26.0591,6.7504,6.6147,6.7504
2917.3,2.6201,2.6226,2.6187,2.6023,8.5,8.5781,0.056,64.0622,119.4432,11.8234,0.0736,7.8245,6.2354,6.621,2.6153,26.5604,6.6099,6.5935,6.6099
2917.4,2.6135,2.6254,2.6143,2.6004,8.5,8.5781,0.0547,63.8828,119.0927,11.2776,0.0701,7.7465,6.332,6.6798,2.6128,27.0616,6.283,6.4457,6.283
2917.5,2.6064,2.6241,2.609,2.5996,8.5,8.5781,0.0517,63.7032,118.742,11.2225,0.066,7.6493,6.3875,6.729,2.6088,27.5625,6.0791,6.3259,6.0791
2917.6,2.6027,2.6199,2.6043,2.5996,8.5,8.5781,0.0486,63.4728,118.3646,10.5472,0.0628,7.6083,6.389,6.7759,2.6049,27.9053,6.0709,6.3274,6.0709
2917.7,2.6047,2.6162,2.6021,2.6016,8.5,8.5781,0.047,63.1998,117.9645,10.9349,0.0608,7.6547,6.3535,6.7531,2.6033,28.2482,6.2425,6.46,6.2425
2917.8,2.6118,2.615,2.6024,2.6071,8.5,8.5781,0.047,62.9266,117.5645,11.0212,0.0597,7.7505,6.2631,6.8003,2.6045,28.591,6.452,6.5408,6.452
2917.9,2.6182,2.6154,2.6045,2.6137,8.5,8.5781,0.0475,62.6099,117.1759,11.7414,0.0592,7.8419,6.2648,6.8541,2.6072,28.9532,6.4335,6.4874,6.4335
2918.0,2.6178,2.6153,2.6079,2.6177,8.5,8.5781,0.0475,62.2489,116.7989,11.3044,0.0591,7.8922,6.4012,6.8928,2.6095,29.3154,6.1697,6.371,6.1697
2918.1,2.6089,2.6147,2.6126,2.6188,8.5,8.5781,0.0473,61.8882,116.4222,11.4335,0.0596,7.8908,6.4772,6.923,2.6106,29.6762,6.0333,6.3369,6.0333
2918.2,2.5983,2.6145,2.6175,2.6188,8.5,8.5781,0.0478,61.5873,116.1328,12.0851,0.0605,7.8461,6.4292,6.9134,2.6116,29.5139,6.1904,6.3868,6.1904
2918.3,2.5952,2.6146,2.62,2.6195,8.5,8.5781,0.0489,61.3599,115.9507,13.203,0.0615,7.7845,6.2997,6.8274,2.6127,29.3516,6.5518,6.5595,6.5518
2918.4,2.6014,2.613,2.6181,2.6202,8.5,8.5781,0.0494,61.1326,115.7688,12.1928,0.0627,7.732,6.2852,6.8253,2.6126,29.1896,6.661,6.6688,6.661
2918.5,2.6112,2.6072,2.6137,2.6186,8.5,8.5781,0.0484,60.933,115.6296,11.6704,0.0641,7.6996,6.3864,6.9219,2.6106,29.0688,6.4781,6.5814,6.4781
2918.6,2.6156,2.6002,2.609,2.6156,8.5,8.5781,0.0464,60.7748,115.5548,12.0911,0.0659,7.6837,6.3777,6.8833,2.6071,28.948,6.3762,6.5071,6.3762
2918.7,2.6135,2.5981,2.605,2.6132,8.5,8.5781,0.0451,60.6168,115.4802,10.0606,0.0671,7.6796,6.3852,6.8881,2.6041,28.8275,6.3835,6.5094,6.3835
2918.8,2.6102,2.6014,2.6012,2.6108,8.5,8.5781,0.0452,60.5638,115.4644,8.3134,0.0674,7.6937,6.4295,6.9221,2.6018,28.7781,6.4939,6.5843,6.4939
2918.9,2.6096,2.6061,2.596,2.6073,8.5,8.5781,0.046,60.7039,115.5566,8.5342,0.0674,7.7277,6.4158,6.8943,2.5994,28.7288,6.641,6.6601,6.641
2919.0,2.6111,2.6076,2.5891,2.6035,8.5,8.5781,0.0475,60.8441,115.6489,9.2107,0.068,7.7801,6.3914,6.8969,2.5963,28.6785,6.7148,6.6889,6.7148
2919.1,2.6125,2.6034,2.5821,2.6002,8.5,8.5781,0.049,60.9628,115.7384,8.8804,0.0694,7.8286,6.3683,6.8775,2.593,28.3213,6.7766,6.7062,6.7766
2919.2,2.6119,2.5975,2.5795,2.5967,8.5,8.5781,0.0501,61.0327,115.8217,9.3309,0.0705,7.8546,6.3632,6.8577,2.5906,27.9641,6.8556,6.7422,6.8556
2919.3,2.6083,2.5954,2.5846,2.591,8.5,8.5781,0.0502,61.1027,115.9051,9.4257,0.0706,7.8761,6.3642,6.873,2.5894,27.6065,6.918,6.7913,6.918
2919.4,2.6012,2.5968,2.5931,2.5841,8.5,8.5781,0.0491,61.2215,116.0219,9.0409,0.0696,7.8988,6.3595,6.8695,2.5889,27.1161,6.9457,6.7935,6.9457
2919.5,2.5904,2.5975,2.6006,2.5798,8.5,8.5781,0.047,61.4816,116.2359,8.8099,0.0682,7.898,6.3549,6.8094,2.5883,26.6256,6.9288,6.8,6.9288
2919.6,2.5843,2.5984,2.6049,2.5844,8.5,8.5781,0.0462,61.7415,116.4498,7.8956,0.0677,7.8531,6.3639,6.8251,2.5905,26.1356,6.8884,6.7994,6.8884
2919.7,2.5782,2.5992,2.6092,2.5889,8.5,8.5781,0.0453,61.9696,116.6689,7.4342,0.0673,7.8082,6.371,6.7961,2.5926,25.7952,6.8412,6.7824,6.8412
2919.8,2.582,2.6013,2.6113,2.595,8.5,8.5781,0.0465,62.0767,116.907,8.0185,0.0676,7.7658,6.391,6.7787,2.5965,25.4548,6.7774,6.7521,6.7774
2919.9,2.591,2.6041,2.6139,2.5972,8.5,8.5781,0.0481,62.1836,117.1452,8.0466,0.0679,7.7715,6.4275,6.8199,2.6,25.1156,6.7117,6.7192,6.7117
2920.0,2.6019,2.6063,2.6172,2.598,8.5,8.5781,0.0499,62.2715,117.3818,7.0192,0.0682,7.8354,6.4545,6.8177,2.6034,25.1525,6.6644,6.7077,6.6644
2920.1,2.6107,2.6064,2.6216,2.6003,8.5,8.5781,0.0517,62.2595,117.6105,6.8754,0.0684,7.9343,6.472,6.8438,2.6075,25.1895,6.6313,6.6901,6.6313
2920.2,2.6149,2.6035,2.627,2.6054,8.5,8.5781,0.0533,62.2475,117.8393,7.878,0.0681,8.0012,6.4637,6.803,2.6119,25.2266,6.6366,6.7,6.6366
2920.3,2.6143,2.6002,2.6331,2.613,8.5,8.5781,0.0541,62.2246,118.047,8.2166,0.067,7.9816,6.505,6.7919,2.6163,25.2863,6.5795,6.6744,6.5795
2920.4,2.6122,2.6009,2.6389,2.6208,8.5,8.5781,0.0541,62.1165,118.0899,8.3199,0.0654,7.8691,6.5884,6.7707,2.6213,25.3459,6.4615,6.6386,6.4615
2920.5,2.612,2.6075,2.6431,2.6271,8.5,8.5781,0.0537,62.0084,118.1328,7.8587,0.0634,7.7323,6.6314,6.7524,2.628,25.4055,6.4371,6.638,6.4371
2920.6,2.6145,2.6168,2.6467,2.6302,8.5,8.5781,0.0533,61.9039,118.1775,7.5598,0.0611,7.6462,6.6766,6.7875,2.6353,25.474,6.4656,6.6374,6.4656
2920.7,2.6194,2.6244,2.6507,2.6297,8.5,8.5781,0.0533,61.8507,118.2467,7.918,0.0586,7.6245,6.712,6.7614,2.6409,25.5424,6.5276,6.6787,6.5276
2920.8,2.6243,2.6284,2.6551,2.626,8.5,8.5781,0.0533,61.7975,118.3159,8.3347,0.0566,7.6459,6.731,6.7415,2.6432,25.6106,6.5509,6.7121,6.5509
2920.9,2.6266,2.6285,2.6581,2.6193,8.5,8.5781,0.0526,61.7461,118.3832,7.1353,0.0558,7.6902,6.7356,6.7307,2.64,25.5861,6.5625,6.7137,6.5625
2921.0,2.6245,2.6279,2.6552,2.6137,8.5,8.5781,0.0509,61.7937,118.3535,7.0945,0.0556,7.7393,6.7336,6.6494,2.6326,25.5617,6.6018,6.7288,6.6018
2921.1,2.6202,2.6284,2.6453,2.6136,8.5,8.5781,0.0491,61.8414,118.3238,7.044,0.0557,7.7701,6.7239,6.6147,2.6254,25.5372,6.622,6.734,6.622
2921.2,2.6163,2.6292,2.6328,2.6207,8.5,8.5781,0.0488,61.8889,118.294,7.3326,0.0564,7.7676,6.6837,6.5768,2.6216,25.5127,6.6566,6.7288,6.6566
2921.3,2.6151,2.6289,2.6234,2.6324,8.5,8.5781,0.0516,61.9073,118.2372,8.3278,0.059,7.7519,6.6577,6.5143,2.6217,25.4881,6.6756,6.7244,6.6756
2921.4,2.6159,2.6251,2.6194,2.64,8.5,8.5781,0.0563,61.9248,118.1795,8.2293,0.0642,7.7392,6.6486,6.4924,2.6217,25.4635,6.6589,6.6818,6.6589
2921.5,2.6163,2.6173,2.6185,2.6339,8.5,8.5781,0.0603,61.9423,118.1215,8.4412,0.0722,7.7246,6.6046,6.4465,2.6181,25.42,6.6679,6.6615,6.6679
2921.6,2.6152,2.6073,2.6148,2.6122,8.5,8.5781,0.061,61.9407,118.0054,9.7978,0.0811,7.7121,6.5527,6.4096,2.6079,25.3765,6.695,6.6306,6.695
2921.7,2.6113,2.596,2.6035,2.5834,8.5,8.5781,0.0583,61.9374,117.8842,10.4276,0.0893,7.7011,6.4539,6.2982,2.5928,25.3332,6.7635,6.6069,6.7635
2921.8,2.6047,2.5843,2.5873,2.5587,8.5,8.5781,0.0544,61.9344,117.7632,9.9543,0.0953,7.71,6.3027,6.1862,2.5768,25.3165,6.8919,6.6257,6.8919
2921.9,2.5938,2.5725,2.5729,2.5453,8.5,8.5781,0.0513,62.0398,117.7649,10.096,0.0989,7.7373,6.1849,6.1114,2.5643,25.2999,6.9873,6.6205,6.9873
2922.0,2.5797,2.5634,2.5649,2.5442,8.5,8.5781,0.0502,62.1612,117.7848,9.1918,0.1009,7.763,6.0754,6.0215,2.5578,25.2833,6.9692,6.5769,6.9692
2922.1,2.5692,2.5566,2.5638,2.5472,8.5,8.5781,0.0506,62.2831,117.8053,8.1704,0.1024,7.7659,5.9575,5.9375,2.556,25.2861,6.8587,6.4832,6.8587
2922.2,2.5645,2.5529,2.5664,2.5471,8.5,8.5781,0.0516,62.6024,118.1134,8.8486,0.1041,7.7333,5.8422,5.8944,2.5558,25.289,6.7282,6.357,6.7282
2922.3,2.5639,2.5535,2.5701,2.5418,8.5,8.5781,0.0527,62.964,118.483,9.1124,0.1058,7.6839,5.7217,5.8074,2.5555,25.2917,6.6056,6.2373,6.6056
2922.4,2.5628,2.5573,2.575,2.5349,8.5,8.5781,0.0537,63.326,118.853,8.1597,0.107,7.6502,5.5872,5.6959,2.5552,25.2275,6.4314,6.0817,6.4314
2922.5,2.5582,2.5597,2.5799,2.5321,8.5,8.5781,0.0532,63.8835,119.3605,8.3029,0.1073,7.6486,5.4223,5.6045,2.5554,25.1633,6.2124,5.9041,6.2124
2922.6,2.5511,2.5576,2.5844,2.5349,8.5,8.5781,0.0493,64.4977,119.9078,9.5883,0.1055,7.6663,5.3056,5.5451,2.557,25.0995,5.955,5.7403,5.955
2922.7,2.543,2.5537,2.5908,2.5414,8.5,8.5781,0.0424,65.1113,120.4552,10.5106,0.1001,7.6889,5.2067,5.5123,2.561,25.1522,5.5304,5.5128,5.5304
2922.8,2.5367,2.5563,2.6031,2.551,8.5,8.5781,0.0349,65.5759,121.0607,11.9416,0.0909,7.734,5.1279,5.4619,2.5706,25.2048,5.0035,5.2205,5.0035
2922.9,2.5366,2.5725,2.6236,2.5663,8.5,8.5781,0.0311,65.9847,121.6879,12.1993,0.0793,7.8158,5.0856,5.4352,2.5879,25.2585,4.6402,4.9805,4.6402
2923.0,2.5492,2.6033,2.6462,2.5904,8.5,8.5781,0.0343,66.393,122.3142,10.1954,0.0683,7.9248,5.0153,5.3643,2.6115,25.672,4.4768,4.8509,4.4768
2923.1,2.5761,2.6381,2.6608,2.6178,8.5,8.5781,0.0429,66.6079,122.5416,9.3583,0.0602,8.0067,4.9741,5.2791,2.6344,26.0856,4.3249,4.7422,4.3249
2923.2,2.6089,2.6598,2.6625,2.6389,8.5,8.5781,0.0525,66.7317,122.5812,8.2577,0.0561,8.0423,4.9787,5.2515,2.6484,26.4994,4.1877,4.6383,4.1877
2923.3,2.6348,2.6611,2.6574,2.6469,8.5,8.5781,0.059,66.8549,122.6202,8.5655,0.0559,8.0566,4.9275,5.2223,2.6502,26.974,4.1914,4.6111,4.1914
2923.4,2.6432,2.6457,2.6538,2.6435,8.5,8.5781,0.0621,66.7551,122.458,8.2139,0.0588,8.0649,4.8758,5.1868,2.6439,27.4487,4.2462,4.6104,4.2462
2923.5,2.6358,2.6277,2.6532,2.6374,8.5,8.5781,0.0624,66.5252,122.1785,8.4732,0.0636,8.0389,4.9165,5.2153,2.636,27.9239,4.2452,4.5906,4.2452
2923.6,2.6224,2.6179,2.6514,2.6346,8.5,8.5781,0.0611,66.2951,121.8985,9.0371,0.0684,7.9721,4.9419,5.1728,2.6303,28.6113,4.3501,4.6343,4.3501
2923.7,2.6103,2.616,2.6455,2.6336,8.5,8.5781,0.0589,65.9707,121.4035,8.3709,0.0718,7.9076,4.9342,5.1287,2.626,29.2987,4.5576,4.7333,4.5576
2923.8,2.602,2.6177,2.6374,2.6309,8.5,8.5781,0.0565,65.5789,120.7551,8.162,0.0731,7.8896,4.9427,5.0837,2.6217,29.9845,4.7378,4.8259,4.7378
2923.9,2.5971,2.62,2.6303,2.6275,8.5,8.5781,0.0547,65.1874,120.1072,8.2268,0.0733,7.9231,4.9506,5.0662,2.6176,30.1599,5.0006,4.969,5.0006
2924.0,2.596,2.6212,2.6238,2.6262,8.5,8.5781,0.0542,64.8914,119.6969,7.1674,0.0736,7.9656,4.9338,5.0477,2.6143,30.3353,5.4017,5.1962,5.4017
2924.1,2.5986,2.6189,2.6149,2.6246,8.5,8.5781,0.0538,64.6781,119.4922,6.427,0.0746,7.9542,4.9613,5.0701,2.6106,30.5078,5.6783,5.3425,5.6783
2924.2,2.6004,2.6123,2.6046,2.6206,8.5,8.5781,0.052,64.4651,119.288,6.5462,0.0758,7.8755,5.0032,5.0611,2.6055,29.6975,5.7293,5.3717,5.7293
2924.3,2.6003,2.6066,2.5972,2.6149,8.5,8.5781,0.0492,64.3957,119.2553,7.3179,0.0763,7.7988,4.9506,5.057,2.6013,28.8873,5.7723,5.3719,5.7723
2924.4,2.5983,2.6043,2.5967,2.6127,8.5,8.5781,0.0471,64.477,119.4027,8.7539,0.076,7.7873,4.9687,5.0612,2.6007,28.0775,5.7614,5.358,5.7614
2924.5,2.5973,2.6048,2.6032,2.6164,8.5,8.5781,0.0468,64.5585,119.5503,10.8203,0.0744,7.844,5.0475,5.0768,2.6043,27.4525,5.67,5.3235,5.67
2924.6,2.5998,2.607,2.6134,2.6227,8.5,8.5781,0.0479,64.7159,119.7962,11.1987,0.0715,7.9181,5.1215,5.1126,2.6102,26.8275,5.5124,5.2658,5.5124
2924.7,2.6058,2.6091,2.6219,2.6251,8.5,8.5781,0.0493,64.97,120.167,10.51,0.0681,7.9712,5.1214,5.14,2.615,26.2032,5.4435,5.2423,5.4435
2924.8,2.6119,2.611,2.626,2.6212,8.5,8.5781,0.0501,65.224,120.5376,9.9961,0.065,7.9875,5.1327,5.1808,2.6171,25.8368,5.481,5.2741,5.481
2924.9,2.6152,2.6131,2.6267,2.6159,8.5,8.5781,0.0508,65.3993,120.8039,10.026,0.0633,7.9677,5.1869,5.2319,2.6174,25.4704,5.4937,5.2914,5.4937
2925.0,2.6163,2.6158,2.6265,2.6153,8.5,8.5781,0.0522,65.4528,120.909,9.8898,0.0632,7.918,5.16,5.2342,2.6183,25.1055,5.3956,5.226,5.3956
2925.1,2.6171,2.6197,2.6265,2.6188,8.5,8.5781,0.0543,65.506,121.0137,10.262,0.0647,7.8552,5.1329,5.255,2.6202,25.2327,5.1996,5.1237,5.1996
2925.2,2.6175,2.6233,2.6244,2.6226,8.5,8.5781,0.0557,65.4235,121.0026,9.4676,0.0678,7.7844,5.1556,5.2895,2.6208,25.3599,5.0767,5.0802,5.0767
2925.3,2.616,2.6257,2.6189,2.6235,8.5,8.5781,0.0551,65.0826,120.7712,8.5668,0.0718,7.7211,5.1628,5.3231,2.6185,25.487,5.0851,5.092,5.0851
2925.4,2.6105,2.6232,2.6137,2.6226,8.5,8.5781,0.053,64.7417,120.54,8.1471,0.0756,7.6683,5.141,5.3689,2.6144,25.5959,5.1739,5.1474,5.1739
2925.5,2.6046,2.6171,2.6135,2.6217,8.5,8.5781,0.0512,64.4648,120.3123,7.558,0.0785,7.657,5.1062,5.3997,2.6116,25.7048,5.314,5.2277,5.314
2925.6,2.6033,2.6156,2.6182,2.6194,8.5,8.5781,0.0516,64.3393,120.0931,6.6251,0.0801,7.724,5.0733,5.4147,2.6123,25.8141,5.4594,5.3243,5.4594
2925.7,2.608,2.6201,2.623,2.6148,8.5,8.5781,0.0534,64.2139,119.8741,6.807,0.0806,7.8639,5.0445,5.4753,2.6148,26.0525,5.4387,5.3177,5.4387
2925.8,2.6133,2.6243,2.6245,2.6091,8.5,8.5781,0.0543,64.1291,119.7048,6.8238,0.0798,7.9951,5.0314,5.547,2.6163,26.2908,5.3465,5.2872,5.3465
2925.9,2.6155,2.6223,2.6249,2.6053,8.5,8.5781,0.0535,64.167,119.6854,8.3208,0.0768,8.0647,5.0344,5.6145,2.6163,26.5297,5.3315,5.2953,5.3315
2926.0,2.6164,2.6161,2.6273,2.6056,8.5,8.5781,0.0515,64.2051,119.666,9.7517,0.0717,8.0546,5.1214,5.6661,2.6167,26.9425,5.1608,5.2344,5.1608
2926.1,2.6203,2.6116,2.6328,2.6105,8.5,8.5781,0.0495,64.3034,119.6881,10.2648,0.0657,7.9904,5.2145,5.7557,2.6194,27.3553,5.0047,5.1794,5.0047
2926.2,2.6274,2.6119,2.6396,2.6186,8.5,8.5781,0.0481,64.6405,119.8752,10.703,0.0601,7.9127,5.2643,5.8159,2.6242,27.7668,4.9936,5.2011,4.9936
2926.3,2.6335,2.6153,2.6441,2.6279,8.5,8.5781,0.0476,64.9776,120.0623,11.1248,0.0557,7.8559,5.3384,5.9222,2.6287,27.7318,4.9229,5.2052,4.9229
2926.4,2.6354,2.6178,2.6451,2.6379,8.5,8.5781,0.0485,65.2932,120.2555,12.107,0.053,7.833,5.4081,6.0232,2.6319,27.6967,4.8953,5.2346,4.8953
2926.5,2.6368,2.6196,2.6439,2.6476,8.5,8.5781,0.0511,65.4891,120.4828,11.4117,0.052,7.8443,5.495,6.1187,2.6346,27.6633,4.9871,5.3379,4.9871
2926.6,2.6411,2.6225,2.642,2.6533,8.5,8.5781,0.0541,65.685,120.7101,9.612,0.0528,7.8558,5.584,6.2314,2.6372,28.172,5.1276,5.4605,5.1276
2926.7,2.6458,2.6262,2.64,2.6525,8.5,8.5781,0.0557,65.8494,120.893,8.3772,0.0549,7.8335,5.62,6.2563,2.638,28.6807,5.43,5.6832,5.43
2926.8,2.6447,2.6266,2.6381,2.6467,8.5,8.5781,0.0541,65.746,120.6993,7.6821,0.0574,7.7644,5.6273,6.2781,2.635,29.1882,5.8048,5.8969,5.8048
2926.9,2.6363,2.6219,2.6366,2.6388,8.5,8.5781,0.0503,65.6425,120.5057,7.5169,0.0594,7.6782,5.7167,6.3946,2.6295,29.2795,5.9851,6.0238,5.9851
2927.0,2.6249,2.6162,2.6359,2.6305,8.5,8.5781,0.0464,65.5263,120.293,7.3689,0.0603,7.617,5.8263,6.491,2.6238,29.3709,6.1264,6.1514,6.1264
2927.1,2.6152,2.6147,2.6363,2.6231,8.5,8.5781,0.0442,65.2,119.7689,7.3015,0.0604,7.6026,5.9019,6.5903,2.6207,29.4604,6.3083,6.2975,6.3083
2927.2,2.6102,2.6211,2.637,2.6195,8.5,8.5781,0.0445,64.8738,119.2448,7.1542,0.0598,7.6321,6.0481,6.7023,2.6216,28.9501,6.3449,6.384,6.3449
2927.3,2.6118,2.6322,2.6373,2.6206,8.5,8.5781,0.0462,64.55,118.7244,7.4953,0.0585,7.6878,6.2411,6.8429,2.6261,28.4399,6.2937,6.4267,6.2937
2927.4,2.619,2.6422,2.6367,2.6257,8.5,8.5781,0.0471,64.2017,118.1433,8.0834,0.0566,7.7462,6.3642,6.9895,2.6316,27.9299,6.3013,6.4776,6.3013
2927.5,2.6278,2.6478,2.6355,2.6315,8.5,8.5781,0.0461,63.856,117.5666,8.8664,0.0539,7.786,6.4994,7.0577,2.6356,27.53,6.4007,6.5918,6.4007
2927.6,2.6294,2.6496,2.6337,2.6351,8.5,8.5781,0.0435,63.5104,116.9904,8.8978,0.0507,7.7853,6.7116,7.1513,2.6363,27.13,6.5601,6.7612,6.5601
2927.7,2.6234,2.6509,2.6317,2.6348,8.5,8.5781,0.0413,63.216,116.6361,8.3484,0.0476,7.7616,6.9168,7.2679,2.6351,26.7283,6.7616,6.9438,6.7616
2927.8,2.6159,2.6515,2.6323,2.6319,8.5,8.5781,0.0402,62.9238,116.2912,8.1564,0.0451,7.7357,7.063,7.4109,2.6343,25.7064,7.0107,7.1615,7.0107
2927.9,2.6113,2.6504,2.6366,2.6289,8.5,8.5781,0.0401,62.6316,115.9467,6.6946,0.0436,7.7084,7.247,7.5059,2.6348,24.6844,7.0883,7.2829,7.0883
2928.0,2.6087,2.6471,2.6435,2.6294,8.5,8.5781,0.0405,62.3874,115.7968,6.1315,0.043,7.6759,7.4198,7.5994,2.6362,23.6649,7.3689,7.5111,7.3689
2928.1,2.6067,2.6451,2.6494,2.6343,8.5,8.5781,0.0418,62.1479,115.6657,6.0456,0.0428,7.6516,7.4579,7.66,2.6383,23.4867,8.0468,7.9335,8.0468
2928.2,2.6101,2.6474,2.6517,2.6408,8.5,8.5781,0.0444,61.9082,115.5342,6.7559,0.0425,7.6506,7.5512,7.6524,2.6412,23.3084,8.3814,8.1137,8.3814
2928.3,2.6221,2.6547,2.6517,2.6459,8.5,8.5781,0.0477,61.5923,115.2292,6.8446,0.0418,7.6742,7.799,7.7459,2.6454,23.1302,8.2679,8.1097,8.2679
2928.4,2.6367,2.663,2.6529,2.6462,8.5,8.5781,0.0501,61.2644,114.8969,7.3913,0.0409,7.6999,7.9564,7.8521,2.6494,22.9651,8.3837,8.1851,8.3837
2928.5,2.6469,2.6692,2.6564,2.6424,8.5,8.5781,0.0509,60.9366,114.5642,7.0756,0.0403,7.7283,8.0201,7.8788,2.6522,22.7999,8.8239,8.4561,8.8239
2928.6,2.6493,2.6727,2.6605,2.6402,8.5,8.5781,0.0505,60.6366,114.0847,7.2091,0.0398,7.7709,8.1171,7.9391,2.6538,22.6348,9.0147,8.6278,9.0147
2928.7,2.6463,2.6741,2.6649,2.6429,8.5,8.5781,0.0497,60.3428,113.5721,7.5868,0.0389,7.8294,8.1401,7.957,2.6554,22.4531,9.0741,8.6738,9.0741
2928.8,2.6415,2.675,2.669,2.6499,8.5,8.5781,0.0489,60.0491,113.0594,7.1961,0.0373,7.8801,8.2145,7.9706,2.6576,22.2713,9.304,8.8084,9.304
2928.9,2.6398,2.6763,2.6728,2.6567,8.5,8.5781,0.0488,59.7831,112.5624,6.903,0.0352,7.903,8.2747,7.9949,2.6606,22.0897,9.4767,8.8972,9.4767
2929.0,2.6449,2.677,2.6755,2.6604,8.5,8.5781,0.0499,59.5254,112.0702,6.4453,0.0335,7.9033,8.2589,7.9668,2.6635,21.9391,9.5084,8.9038,9.5084
2929.1,2.656,2.6779,2.6766,2.661,8.5,8.5781,0.0522,59.2681,111.5784,5.4702,0.0328,7.8976,8.2828,7.9822,2.6663,21.7885,9.5518,8.906,9.5518
2929.2,2.6672,2.6786,2.6768,2.6592,8.5,8.5781,0.055,59.1243,111.2909,5.545,0.0334,7.8779,8.2858,8.0164,2.6683,21.6381,9.7056,8.9751,9.7056
2929.3,2.6723,2.6775,2.6753,2.658,8.5,8.5781,0.0568,59.0247,111.083,5.2013,0.035,7.8381,8.2383,7.9251,2.6682,21.5772,9.8049,9.0288,9.8049
2929.4,2.6702,2.6726,2.6721,2.6582,8.5,8.5781,0.057,58.9254,110.8759,5.1347,0.0373,7.7942,8.1131,7.8758,2.6654,21.5164,9.7049,8.9106,9.7049
2929.5,2.6632,2.6649,2.6678,2.6576,8.5,8.5781,0.0557,58.9686,111.0571,5.8812,0.0402,7.7593,8.0617,7.7826,2.6599,21.4557,9.3216,8.6699,9.3216
2929.6,2.6517,2.657,2.6621,2.656,8.5,8.5781,0.0532,59.0812,111.4281,6.2921,0.0434,7.7176,8.0532,7.7215,2.6527,21.4443,8.9148,8.4338,8.9148
2929.7,2.6374,2.651,2.655,2.6544,8.5,8.5781,0.0511,59.194,111.7989,7.6527,0.0467,7.663,7.9486,7.6964,2.6458,21.4329,8.5768,8.2278,8.5768
2929.8,2.6257,2.6448,2.6468,2.6529,8.5,8.5781,0.0499,59.3775,112.1267,8.0338,0.0499,7.6294,7.7979,7.6069,2.6398,21.4214,8.2286,8.0065,8.2286
2929.9,2.6224,2.6391,2.6416,2.6498,8.5,8.5781,0.0499,59.6036,112.4285,8.2208,0.0525,7.6694,7.6668,7.5729,2.6358,21.4033,8.012,7.8359,8.012
2930.0,2.6278,2.6357,2.64,2.6442,8.5,8.5781,0.0507,59.8298,112.731,8.5546,0.0542,7.8095,7.4913,7.473,2.6345,21.3851,7.8329,7.6865,7.8329
2930.1,2.6371,2.6363,2.6408,2.6397,8.5,8.5781,0.0521,60.0902,113.2753,8.7019,0.0549,7.9933,7.3272,7.3449,2.636,21.3672,7.5524,7.4529,7.5524
2930.2,2.6441,2.6401,2.6443,2.6414,8.5,8.5781,0.0541,60.3758,113.9978,9.3574,0.0543,8.1327,7.2321,7.336,2.6407,21.3915,7.3196,7.2125,7.3196
2930.3,2.6445,2.6432,2.6514,2.6495,8.5,8.5781,0.056,60.6612,114.7199,8.6145,0.0529,8.1564,7.0955,7.2279,2.6473,21.4158,7.1336,7.0807,7.1336
2930.4,2.6394,2.6438,2.6614,2.6587,8.5,8.5781,0.0571,60.9353,115.3016,7.045,0.0509,8.0848,6.975,7.1184,2.653,21.4404,6.9956,6.9687,6.9956
2930.5,2.6341,2.6433,2.6699,2.6639,8.5,8.5781,0.0567,61.199,115.7577,7.2612,0.0491,7.9691,6.6701,7.0493,2.6558,21.5531,7.0863,6.9284,7.0863
2930.6,2.6348,2.643,2.6716,2.6632,8.5,8.5781,0.0549,61.4627,116.2137,6.5005,0.0477,7.8689,6.4066,6.8656,2.6551,21.6659,7.0824,6.8843,7.0824
